Element Number	Equivalent (von-Mises) Stress (psi)
22314	4.1116
22315	6.1738
22316	6.1231
22317	5.0872
22318	5.8962
22319	5.1485
22320	4.9805
22321	5.1013
22322	5.2802
22323	6.535
22324	3.6494
22325	6.9941
22326	6.7312
22327	2.7339
22328	3.0015
22329	3.1233
22330	2.9666
22331	2.8251
22332	2.9393
22333	2.7004
22334	10.437
22335	4.4272
22336	4.367
22337	7.5489
22338	7.2656
22339	7.0346
22340	6.8525
22341	6.9964
22342	12.807
22343	8.3379
22344	8.2832
22345	9.5942
22346	10.081
22347	10.41
22348	3.3663
22349	6.8681
22350	4.154
22351	2.7243
22352	2.0721
22353	3.268
22354	4.6667
22355	7.3515
22356	9.7866
22357	4.2418
22358	4.2896
22359	4.4033
22360	6.876
22361	7.578
22362	8.3283
22363	5.5555
22364	3.954
22365	0.18601
22366	2.6202
22367	4.7086
22368	6.7478
22369	5.4079
22370	6.3953
22371	5.266
22372	1.2843
22373	2.961
22374	4.2242
22375	3.6892
22376	3.8391
22377	3.3443
22378	2.797
22379	3.569
22380	4.7429
22381	4.2869
22382	4.249
22383	5.1488
22384	3.866
22385	0.90851
22386	0.79902
22387	2.5873
22388	2.7222
22389	4.2795
22390	2.4464
22391	2.6579
22392	2.7046
22393	1.8453
22394	2.5774
22395	2.1334
22396	3.11
22397	1.9625
22398	3.0286
22399	2.8885
22400	2.6942
22401	4.4537
22402	3.1505
22403	4.9611
22404	3.4391
22405	4.3189
22406	5.9705
22407	0.37712
22408	0.41448
22409	3.7216
22410	6.033e-002
22411	5.1572e-002
22412	1.9203
22413	0.26765
22414	0.40266
22415	0.2073
22416	0.81154
22417	0.80676
22418	0.8149
22419	0.80288
22420	2.1553e-002
22421	3.3638
22422	6.8498
22423	3.0592
22424	3.7099
22425	2.8147
22426	5.8519
22427	4.2919
22428	2.319
22429	3.5064
22430	0.68427
22431	6.6784
22432	0.61817
22433	2.3714
22434	1.9811
22435	3.8351
22436	6.9123
22437	5.5532
22438	6.0643
22439	5.7522
22440	6.1408
22441	6.1529
22442	3.3559
22443	3.085
22444	3.1899
22445	3.2302
22446	6.7545
22447	3.2792
22448	2.5867
22449	2.6044
22450	2.634
22451	2.6373
22452	4.6284
22453	5.0437
22454	4.3735
22455	4.5867
22456	3.8766
22457	3.7602
22458	4.327
22459	4.6744
22460	5.0911
22461	5.2896
22462	4.6092
22463	4.8638
22464	2.2628
22465	2.1282
22466	5.9512
22467	5.096
22468	5.2738
22469	5.8173
22470	5.5487
22471	2.9401
22472	2.8877
22473	2.8867
22474	2.8381
22475	2.6288
22476	2.737
22477	2.4415
22478	2.6126
22479	2.7435
22480	2.7021
22481	2.6071
22482	2.6399
22483	4.6043
22484	5.2784
22485	5.1985
22486	5.1542
22487	3.9793
22488	4.5561
22489	4.7904
22490	4.6204
22491	4.8612
22492	4.7654
22493	4.4178
22494	1.8762
22495	2.6875
22496	2.7316
22497	4.5565
22498	1.636
22499	2.0527
22500	2.0271
22501	3.4477
22502	6.6048
22503	5.8952
22504	5.4806
22505	4.7399
22506	4.5059
22507	2.593
22508	2.5341
22509	3.0073
22510	3.2013
22511	2.9178
22512	2.8567
22513	4.4175
22514	6.0392
22515	5.5582
22516	5.5765
22517	5.9253
22518	5.6886
22519	7.4162
22520	3.0777
22521	2.9777
22522	0.37445
22523	3.2911
22524	3.2938
22525	3.2948
22526	3.2919
22527	2.9391
22528	4.0086
22529	3.9928
22530	2.9092
22531	5.9111
22532	5.8271
22533	0.44602
22534	1.6757
22535	0.32643
22536	0.2846
22537	2.8833
22538	2.7806
22539	5.6863
22540	2.9539
22541	2.9815
22542	2.6718
22543	2.9214
22544	2.4039
22545	2.6323
22546	3.067
22547	2.9576
22548	2.7708
22549	2.8228
22550	3.0236
22551	2.9598
22552	2.8304
22553	2.6971
22554	2.9314
22555	0.1915
22556	3.0371
22557	3.3966
22558	2.6522
22559	3.9009
22560	5.1324
22561	3.813
22562	6.8665
22563	6.4427
22564	5.2966
22565	5.8965
22566	6.9606
22567	7.0594
22568	4.6776
22569	7.7502
22570	7.7213
22571	5.8478
22572	1.0489
22573	7.6754
22574	17.294
22575	6.5266
22576	7.866
22577	8.0704
22578	8.1785
22579	6.8478
22580	6.8032
22581	9.5698
22582	10.218
22583	6.7856
22584	12.878
22585	7.1183
22586	5.6459
22587	4.4935
22588	4.4285
22589	6.8632
22590	6.3698
22591	4.3402
22592	3.8452
22593	6.3896
22594	6.4482
22595	3.5034
22596	4.3971
22597	3.8635
22598	4.3492
22599	4.0332
22600	6.6898
22601	7.0042
22602	10.084
22603	7.7616
22604	7.0367
22605	5.689
22606	14.893
22607	2.4756
22608	2.707
22609	2.7094
22610	2.9292
22611	6.3355
22612	0.71728
22613	3.787
22614	3.2064
22615	6.226
22616	1.1352
22617	3.7359
22618	3.8631
22619	4.118
22620	3.926
22621	3.6193
22622	3.8126
22623	2.9448
22624	4.1891
22625	3.3243
22626	4.9946
22627	3.8457
22628	1.1769
22629	5.2584
22630	0.1697
22631	0.30832
22632	0.68403
22633	0.64588
22634	6.937
22635	0.17373
22636	0.20601
22637	3.26
22638	2.7442
22639	7.3701
22640	2.6698
22641	0.68482
22642	5.7464
22643	1.2446
22644	0.33767
22645	0.91392
22646	2.7225
22647	2.033
22648	0.20832
22649	0.80748
22650	0.18622
22651	0.34803
22652	0.80277
22653	0.19841
22654	0.15072
22655	4.0272
22656	0.36675
22657	0.22087
22658	0.15805
22659	0.33109
22660	0.27867
22661	0.71657
22662	0.74116
22663	0.44943
22664	4.7504e-002
22665	5.1264e-002
22666	0.64789
22667	4.003
22668	4.6069
22669	3.8351
22670	4.405
22671	4.0566
22672	4.6048
22673	4.1804
22674	4.9703
22675	4.6855
22676	4.4146
22677	4.5973
22678	4.6599
22679	2.6782
22680	2.1123
22681	3.923
22682	4.2635
22683	4.2849
22684	3.7248
22685	2.8912
22686	2.4255
22687	2.3533
22688	3.0714
22689	2.8132
22690	2.8346
22691	2.8452
22692	2.691
22693	2.612
22694	3.3977
22695	2.0296
22696	7.099
22697	3.2257
22698	5.9445
22699	5.6026
22700	5.2725
22701	5.1269
22702	4.5887
22703	4.4226
22704	4.2957
22705	4.2644
22706	4.8698
22707	3.5341
22708	4.0072
22709	4.0675
22710	3.8115
22711	2.7788
22712	2.8572
22713	2.8039
22714	4.0342
22715	2.5411
22716	3.682
22717	2.5258
22718	2.1697
22719	1.7736
22720	2.6878
22721	2.212
22722	2.5332
22723	3.1872
22724	2.0944
22725	3.6764
22726	3.0062
22727	2.8607
22728	3.4293
22729	2.6252
22730	3.0803
22731	3.2451
22732	2.6422
22733	2.6242
22734	2.9806
22735	2.3701
22736	2.5843
22737	2.0793
22738	3.2041
22739	2.6197
22740	2.7194
22741	2.9523
22742	7.4681
22743	2.816
22744	6.6383
22745	7.4174
22746	7.2453
22747	7.9882
22748	9.4274
22749	0.21645
22750	5.9074e-002
22751	5.3558
22752	4.4705
22753	5.0854
22754	7.302
22755	6.7773
22756	3.2656
22757	3.4123
22758	4.2749
22759	3.4664
22760	4.996
22761	3.118
22762	3.3442
22763	2.4318
22764	2.7038
22765	2.6284
22766	2.8038
22767	3.0449
22768	2.5186
22769	2.9543
22770	3.0664
22771	2.8532
22772	2.955
22773	3.0817
22774	2.7673
22775	2.667
22776	3.9071
22777	4.2541
22778	9.2783
22779	0.13304
22780	0.1298
22781	0.15036
22782	4.4653
22783	3.9733
22784	3.9875
22785	6.4384
22786	8.3385
22787	0.49567
22788	0.46585
22789	0.53972
22790	7.4523
22791	0.24712
22792	0.30311
22793	6.9236
22794	6.8264
22795	6.1682
22796	6.7688
22797	7.3858
22798	7.2537
22799	6.9189
22800	6.8159
22801	4.9617
22802	7.3618
22803	15.302
22804	10.233
22805	9.3975
22806	17.302
22807	4.1328
22808	3.3794
22809	4.2933
22810	10.182
22811	2.2478
22812	2.0352
22813	1.4415
22814	1.0143
22815	1.6053
22816	1.909
22817	1.8507
22818	1.7614
22819	1.9387
22820	1.3207
22821	1.6627
22822	1.1773
22823	1.8829
22824	0.94659
22825	0.99541
22826	0.80077
22827	1.0068
22828	1.0847
22829	0.95467
22830	1.0055
22831	1.0462
22832	0.92808
22833	1.0125
22834	0.87846
22835	0.8947
22836	0.87063
22837	0.91614
22838	0.44704
22839	0.48001
22840	0.53285
22841	0.56408
22842	0.68375
22843	0.64605
22844	0.72515
22845	6.1977
22846	6.8839
22847	7.0795
22848	7.0462
22849	7.621
22850	4.9428
22851	5.6307
22852	6.166
22853	6.5556
22854	6.7616
22855	6.2821
22856	5.8044
22857	6.5257
22858	6.8555
22859	2.678
22860	2.4092
22861	2.9636
22862	2.5836
22863	3.0414
22864	2.2369
22865	3.1286
22866	5.0087e-002
22867	3.3679e-002
22868	5.7061e-002
22869	6.0512e-002
22870	4.8675e-002
22871	4.7668
22872	5.0117
22873	2.5768
22874	3.3224
22875	2.7148
22876	1.358
22877	1.206
22878	1.6278
22879	0.97571
22880	0.61956
22881	0.73738
22882	0.39181
22883	0.571
22884	0.57372
22885	0.64986
22886	0.78999
22887	0.39089
22888	0.54971
22889	0.69572
22890	2.296
22891	0.40518
22892	2.4006
22893	2.2194
22894	4.6334
22895	4.274
22896	3.8433
22897	4.3576
22898	4.2735
22899	4.1642
22900	5.1586
22901	5.2848
22902	4.6553
22903	5.1042
22904	4.8016
22905	1.4472
22906	1.3705
22907	1.5106
22908	1.349
22909	1.3998
22910	1.3059
22911	1.4871
22912	1.2938
22913	1.2639
22914	2.9178
22915	2.8788
22916	2.6119
22917	3.0189
22918	2.8166
22919	2.4597
22920	3.0129
22921	2.9722
22922	3.1927
22923	1.4993
22924	3.077
22925	3.2162
22926	2.3865
22927	1.8207
22928	1.8335
22929	1.7313
22930	1.7786
22931	2.1506
22932	1.8379
22933	2.2385
22934	2.2966
22935	2.0203
22936	2.0203
22937	0.74377
22938	0.89543
22939	0.94029
22940	1.1169
22941	0.6081
22942	0.71136
22943	0.77615
22944	0.77504
22945	0.93504
22946	2.467
22947	2.8157
22948	2.4773
22949	2.905
22950	2.2786
22951	1.0821
22952	1.1801
22953	1.1814
22954	0.96494
22955	0.9456
22956	0.77961
22957	0.69115
22958	0.55657
22959	2.8336
22960	3.0628
22961	2.8821
22962	3.2893
22963	1.2408
22964	0.82549
22965	1.1991
22966	0.69299
22967	1.8936
22968	2.3181
22969	2.5857
22970	0.95141
22971	2.0575
22972	2.1773
22973	1.395
22974	2.0171
22975	1.6948
22976	1.7353
22977	2.4222
22978	2.519
22979	1.8254
22980	1.6215
22981	1.3136
22982	2.7473
22983	2.0874
22984	2.3271
22985	1.7608
22986	1.3516
22987	1.3427
22988	1.2622
22989	1.5986
22990	1.3866
22991	1.9011
22992	1.2393
22993	1.5804
22994	1.4957
22995	1.4859
22996	2.7391
22997	2.9647
22998	2.7065
22999	0.66519
23000	0.42147
23001	0.99909
23002	1.6633
23003	0.98311
23004	0.99873
23005	0.93895
23006	0.74829
23007	0.94439
23008	0.77266
23009	0.87986
23010	0.75685
23011	0.77741
23012	0.83417
23013	0.89299
23014	0.77294
23015	2.6712
23016	1.4222
23017	1.6174
23018	3.0656
23019	2.745
23020	1.8096
23021	1.5121
23022	1.9761
23023	2.3151
23024	1.4339
23025	2.6001
23026	2.5491
23027	2.3122
23028	2.7279
23029	2.3262
23030	0.73644
23031	0.62526
23032	0.62366
23033	0.58105
23034	0.73777
23035	0.41409
23036	1.4759
23037	2.1208
23038	2.9037
23039	2.1739
23040	3.344
23041	2.4665
23042	3.8581
23043	4.0909
23044	3.1726
23045	2.1363
23046	2.1315
23047	2.4883
23048	2.4896
23049	1.1939
23050	1.3803
23051	1.5151
23052	1.4984
23053	1.0747
23054	1.0576
23055	1.0328
23056	3.5681
23057	4.3732
23058	4.1463
23059	4.0048
23060	4.1026
23061	4.2559
23062	4.3764
23063	3.9217
23064	0.95445
23065	0.9438
23066	0.83718
23067	1.6652
23068	1.6655
23069	1.5324
23070	1.2407
23071	1.8657
23072	1.3892
23073	1.0385
23074	2.7109
23075	5.1126
23076	5.0148
23077	5.032
23078	5.2102
23079	5.0651
23080	6.618
23081	6.4701
23082	5.7625
23083	6.8502
23084	0.43003
23085	0.50025
23086	0.36621
23087	0.40346
23088	0.55496
23089	0.52457
23090	0.66918
23091	0.71702
23092	0.53016
23093	2.4805
23094	2.2612
23095	2.8616
23096	3.2309
23097	2.969
23098	3.295
23099	3.5442
23100	3.685
23101	2.9462
23102	1.0366
23103	1.07
23104	1.0601
23105	1.9975
23106	2.7293
23107	2.8559
23108	2.1512
23109	2.423
23110	2.7178
23111	2.4264
23112	1.1346
23113	1.3527
23114	1.0468
23115	2.3233
23116	1.8366
23117	2.4677
23118	2.895
23119	2.7501
23120	4.1715
23121	5.7706
23122	4.5768
23123	3.7448
23124	5.3097
23125	4.4784
23126	4.8036
23127	3.7813
23128	2.5383
23129	0.62103
23130	1.3298
23131	2.7798
23132	3.0026
23133	0.7851
23134	0.69322
23135	0.58243
23136	0.61281
23137	0.64626
23138	0.38553
23139	0.41062
23140	0.5466
23141	0.61419
23142	2.6374
23143	2.8412
23144	2.893
23145	0.88149
23146	1.3488
23147	0.93117
23148	1.4176
23149	0.70754
23150	0.57976
23151	0.67232
23152	0.82374
23153	0.73928
23154	0.78195
23155	4.887
23156	3.9531
23157	5.392
23158	4.4325
23159	5.8457
23160	6.3995
23161	6.0878
23162	1.0207
23163	1.1167
23164	0.96248
23165	2.5716
23166	2.0239
23167	3.3455
23168	1.2571
23169	1.1511
23170	2.3099
23171	1.857
23172	2.2395
23173	3.2682
23174	1.7707
23175	2.0888
23176	2.2324
23177	2.1832
23178	1.7696
23179	1.4036
23180	1.3792
23181	1.2934
23182	1.2299
23183	1.2631
23184	1.0746
23185	0.83253
23186	0.65388
23187	0.71522
23188	0.67116
23189	0.67942
23190	0.60665
23191	0.64532
23192	3.6228
23193	3.132
23194	4.0005
23195	3.1917
23196	3.9483
23197	3.7476
23198	8.9495
23199	8.1387
23200	9.5389
23201	6.6252
23202	5.2833
23203	6.6952
23204	4.652
23205	6.4671
23206	2.4337
23207	6.128
23208	5.3062
23209	2.8161
23210	4.5821
23211	5.3271
23212	2.7139
23213	2.7856
23214	2.6687
23215	2.8077
23216	2.5243
23217	2.4109
23218	1.8449
23219	1.7512
23220	3.2653
23221	2.8396
23222	3.2631
23223	3.3646
23224	2.6936
23225	2.662
23226	2.9039
23227	2.6004
23228	2.6989
23229	3.3764
23230	2.9398
23231	4.9478
23232	6.0898
23233	3.9329
23234	5.951
23235	5.2691
23236	4.556
23237	4.8502
23238	5.4108
23239	6.384
23240	6.1535
23241	2.3562
23242	2.875
23243	3.119
23244	2.6405
23245	2.5814
23246	4.5849
23247	4.7321
23248	4.5272
23249	2.5775
23250	1.5722
23251	2.7548
23252	1.9949
23253	1.896
23254	3.4892
23255	3.1912
23256	4.3461
23257	3.3574
23258	6.8027
23259	5.688
23260	0.66257
23261	0.56965
23262	0.5972
23263	0.73179
23264	0.52306
23265	0.77744
23266	0.59803
23267	0.7059
23268	0.65942
23269	3.5687
23270	3.2153
23271	3.6169
23272	3.823
23273	4.2229
23274	1.7064
23275	3.0032
23276	2.1622
23277	1.9433
23278	2.7168
23279	3.2987
23280	0.26297
23281	0.25851
23282	0.22235
23283	1.5771
23284	1.6969
23285	1.5046
23286	1.73
23287	1.6302
23288	1.7669
23289	3.6973
23290	4.6257
23291	3.7929
23292	4.3484
23293	4.8617
23294	3.7879
23295	4.6694
23296	1.444
23297	1.272
23298	1.1454
23299	1.5275
23300	5.2059
23301	5.1655
23302	3.8693
23303	4.7075
23304	4.7009
23305	4.3652
23306	3.5217
23307	3.6677
23308	4.3847
23309	2.1807
23310	1.1819
23311	1.7208
23312	2.3288
23313	2.2151
23314	2.4569
23315	2.6552
23316	2.4285
23317	4.6865
23318	4.2903
23319	3.7811
23320	5.1292
23321	5.4047
23322	4.6958
23323	3.5356
23324	4.3989
23325	2.1004
23326	1.9071
23327	2.5688
23328	2.7364
23329	3.3423
23330	3.3398
23331	3.3332
23332	2.7555
23333	2.7556
23334	3.5604
23335	2.7173
23336	2.7379
23337	3.3344
23338	3.5611
23339	4.5703
23340	4.4897
23341	3.2585
23342	3.9148
23343	3.7249
23344	3.4773
23345	3.4772
23346	2.6179
23347	3.2516
23348	2.3434
23349	1.1776
23350	1.1317
23351	0.84358
23352	0.73646
23353	0.80491
23354	1.0217
23355	0.75098
23356	3.734
23357	3.6239
23358	2.8403
23359	4.1485
23360	2.702
23361	4.7676
23362	0.25157
23363	0.28592
23364	0.12678
23365	0.31558
23366	4.9281e-002
23367	5.9642e-002
23368	9.5357e-002
23369	0.18621
23370	3.0019e-002
23371	9.8749e-002
23372	9.0517e-002
23373	8.1338e-002
23374	1.7368
23375	1.9895
23376	0.91312
23377	0.89717
23378	1.7394
23379	1.9073
23380	2.2521
23381	1.8633
23382	2.2827
23383	2.4875
23384	2.4394
23385	2.6331
23386	2.535
23387	2.4024
23388	2.2246
23389	1.4773
23390	1.9011
23391	2.1251
23392	1.8437
23393	2.1043
23394	1.6826
23395	1.8752
23396	2.5515
23397	2.0593
23398	2.3097
23399	2.4506
23400	1.8704
23401	1.3195
23402	1.8779
23403	1.6019
23404	1.9197
23405	2.0481
23406	2.0524
23407	1.1685
23408	0.93864
23409	0.57749
23410	0.58132
23411	1.8096
23412	0.85536
23413	0.6342
23414	0.6448
23415	1.3705
23416	0.43139
23417	2.0699
23418	2.546
23419	2.4714
23420	2.4434
23421	2.3818
23422	2.5507
23423	2.6497
23424	2.6012
23425	2.459
23426	2.4038
23427	0.71269
23428	0.74724
23429	0.6936
23430	0.69881
23431	0.75477
23432	0.70609
23433	0.72204
23434	0.66155
23435	0.64244
23436	3.5521e-002
23437	3.6698e-002
23438	0.1725
23439	1.9786e-002
23440	6.4629e-002
23441	4.4218e-002
23442	0.17073
23443	1.1039
23444	1.1452
23445	1.0425
23446	1.1386
23447	1.0835
23448	1.0506
23449	1.1037
23450	0.7675
23451	0.62699
23452	0.40699
23453	0.95584
23454	3.0852
23455	3.2948
23456	3.2564
23457	3.8661
23458	3.1318
23459	3.4472
23460	3.3503
23461	3.3453
23462	1.3589
23463	3.1255
23464	3.5319
23465	2.9142
23466	3.7688
23467	12.968
23468	13.965
23469	14.902
23470	21.961
23471	13.822
23472	11.929
23473	12.583
23474	22.004
23475	17.839
23476	15.246
23477	15.677
23478	1.9482
23479	2.0204
23480	1.9478
23481	1.7394
23482	0.84339
23483	0.83311
23484	0.77352
23485	1.3632
23486	1.1883
23487	2.5331
23488	1.8898
23489	2.1436
23490	2.3993
23491	1.7077
23492	1.8056
23493	2.132
23494	2.7351
23495	1.7542
23496	1.0733
23497	0.18488
23498	0.12539
23499	0.1322
23500	0.29178
23501	0.19708
23502	0.15486
23503	0.61529
23504	0.58011
23505	0.60336
23506	0.55243
23507	0.58467
23508	0.72118
23509	0.48897
23510	0.65656
23511	0.47292
23512	3.9912
23513	4.0762
23514	3.1742
23515	2.4116
23516	2.2613
23517	2.2298
23518	2.4408
23519	2.5562
23520	0.74258
23521	0.73487
23522	0.8314
23523	0.68027
23524	0.7666
23525	0.70909
23526	0.61069
23527	7.1096
23528	6.7997
23529	7.0043
23530	7.2703
23531	7.1647
23532	7.2974
23533	7.3932
23534	7.3495
23535	7.1186
23536	6.9564
23537	7.4183
23538	7.3185
23539	9.7309e-002
23540	9.0919e-002
23541	1.9029
23542	1.8704
23543	1.9896
23544	1.5861
23545	1.9639
23546	2.0375
23547	2.091
23548	2.4312
23549	4.5155
23550	4.3102
23551	4.2544
23552	2.7439
23553	3.4503
23554	4.5161
23555	0.4492
23556	0.46349
23557	0.39003
23558	0.41678
23559	0.38413
23560	3.1256
23561	3.075
23562	2.8601
23563	3.0033
23564	2.2252
23565	3.596
23566	2.5178
23567	3.3637
23568	3.234
23569	2.646
23570	2.1981
23571	3.9102
23572	4.2854
23573	3.0621
23574	4.0909
23575	4.0741
23576	2.7443
23577	2.7846
23578	2.6508
23579	2.6094
23580	2.4212
23581	2.8011
23582	4.2998
23583	2.7533
23584	4.235
23585	3.9693
23586	3.5151
23587	0.96675
23588	1.0376
23589	0.89015
23590	0.93428
23591	0.76539
23592	2.3549
23593	0.44062
23594	1.0245
23595	1.3306
23596	1.391
23597	1.0355
23598	1.1847
23599	1.2057
23600	1.0865
23601	1.0637
23602	0.86857
23603	0.95379
23604	1.25
23605	1.2031
23606	3.0848
23607	3.0264
23608	2.8354
23609	2.5205
23610	2.881
23611	2.9632
23612	3.7558
23613	3.6554
23614	3.3872
23615	3.2418
23616	3.3139
23617	3.1114
23618	2.54
23619	3.182
23620	3.133
23621	3.0177
23622	1.028
23623	0.91699
23624	0.81615
23625	0.61784
23626	0.66829
23627	0.48511
23628	0.45163
23629	0.23881
23630	0.26003
23631	0.20908
23632	0.25746
23633	0.17341
23634	0.17629
23635	0.20186
23636	0.12633
23637	0.13261
23638	0.11345
23639	0.10907
23640	0.1057
23641	7.3031e-002
23642	0.10006
23643	0.12705
23644	0.14436
23645	5.4278
23646	4.3867
23647	5.1428
23648	4.3298
23649	4.2585
23650	5.8152
23651	4.3101
23652	5.4946
23653	4.6903
23654	4.4951
23655	5.9726
23656	5.2377
23657	5.8773
23658	5.0147
23659	5.5358
23660	2.9347
23661	2.6417
23662	2.3046
23663	2.1742
23664	2.458
23665	2.4862
23666	2.7749
23667	2.8661
23668	2.7804
23669	3.1952
23670	3.2887
23671	2.8817
23672	2.8738
23673	2.6335
23674	3.1156
23675	3.2212
23676	2.9836
23677	2.8648
23678	0.72845
23679	0.89719
23680	0.8742
23681	0.75654
23682	0.82773
23683	0.4252
23684	0.33861
23685	0.26824
23686	0.38525
23687	0.28528
23688	0.39057
23689	0.26998
23690	0.34445
23691	0.45918
23692	0.3149
23693	1.5841
23694	1.7159
23695	1.6561
23696	1.4691
23697	3.143
23698	2.7252
23699	2.4806
23700	2.2193
23701	2.6826
23702	2.4738
23703	2.7606
23704	4.3054
23705	3.5491
23706	3.7835
23707	4.3306
23708	3.6292
23709	4.0601
23710	4.8474
23711	1.6493
23712	2.04
23713	2.0575
23714	3.3777
23715	1.0441
23716	2.6387
23717	1.7739
23718	1.7063
23719	1.7684
23720	1.7506
23721	1.8425
23722	8.0541e-002
23723	5.8853e-002
23724	2.5033e-002
23725	2.8606e-002
23726	4.0961e-002
23727	7.0448e-002
23728	3.2134e-002
23729	3.6402e-002
23730	2.9876e-002
23731	6.1361e-002
23732	2.725e-002
23733	2.9758e-002
23734	4.7611e-002
23735	2.698e-002
23736	3.5712e-002
23737	3.2806
23738	2.4278
23739	2.5014
23740	2.6871
23741	3.9436
23742	4.5485
23743	2.8996
23744	0.79566
23745	1.2158
23746	0.5133
23747	0.63946
23748	1.1014
23749	0.6986
23750	0.72742
23751	4.1294
23752	4.1475
23753	2.5349
23754	3.2857
23755	5.0496
23756	3.5759
23757	4.9609
23758	5.376
23759	3.1892
23760	3.184
23761	3.2042
23762	3.3055
23763	3.4378
23764	3.2948
23765	5.43
23766	6.5083
23767	4.8874
23768	4.3235
23769	4.4195
23770	5.0222
23771	4.6699
23772	5.8119
23773	5.7722
23774	5.0494
23775	7.4757e-002
23776	0.11794
23777	0.15729
23778	0.22177
23779	0.75636
23780	0.70078
23781	0.75915
23782	0.41703
23783	0.84898
23784	0.49682
23785	0.62381
23786	0.62428
23787	0.82658
23788	0.87926
23789	1.2918
23790	1.0705
23791	1.7594
23792	1.163
23793	0.75773
23794	0.57345
23795	0.63029
23796	0.42667
23797	0.57148
23798	0.40305
23799	1.9301
23800	2.0514
23801	2.2233
23802	5.4813
23803	3.4276
23804	5.3556
23805	3.245
23806	4.8693
23807	5.0867
23808	4.418
23809	1.2033
23810	1.1513
23811	1.0916
23812	1.1449
23813	1.1072
23814	0.61614
23815	0.66004
23816	0.81529
23817	1.2626
23818	0.96909
23819	1.3339
23820	0.96029
23821	1.2522
23822	0.53159
23823	0.69994
23824	0.67643
23825	0.58799
23826	0.61755
23827	2.0105
23828	0.58379
23829	0.94138
23830	1.1914
23831	1.7815
23832	1.5971
23833	1.2001
23834	5.5275
23835	3.861
23836	6.6887
23837	4.1854
23838	5.7866
23839	7.1488
23840	5.7935
23841	6.7884
23842	0.50022
23843	0.40534
23844	0.57511
23845	0.85518
23846	0.75684
23847	0.5501
23848	2.5698
23849	2.8352
23850	2.9113
23851	2.7499
23852	2.8623
23853	2.9831
23854	2.9626
23855	3.6467
23856	4.1791
23857	2.4773
23858	2.7144
23859	2.7783
23860	4.0254
23861	4.0048
23862	2.9145
23863	2.0932
23864	2.282
23865	2.4472
23866	0.13259
23867	0.10002
23868	0.12529
23869	0.12318
23870	6.3295e-002
23871	0.77497
23872	0.80123
23873	0.79995
23874	0.87107
23875	0.86909
23876	0.77703
23877	2.6539
23878	2.8684
23879	2.4046
23880	2.6095
23881	2.7882
23882	2.7147
23883	2.4268
23884	0.89501
23885	0.69764
23886	0.78625
23887	0.70709
23888	0.57649
23889	0.74958
23890	3.1276
23891	2.3382
23892	2.9677
23893	1.8899
23894	1.8423
23895	3.4089
23896	3.4391
23897	2.6723
23898	3.3807
23899	6.5542
23900	5.3136
23901	5.6897
23902	6.8758
23903	7.8616
23904	5.069
23905	3.8661
23906	7.8086
23907	3.8971
23908	7.6703
23909	11.365
23910	4.3795
23911	9.0742
23912	12.029
23913	8.6445
23914	4.197
23915	4.4159
23916	9.7567
23917	11.437
23918	7.7303
23919	8.345e-002
23920	0.11575
23921	0.12159
23922	0.16236
23923	0.14586
23924	0.61923
23925	0.66022
23926	0.80716
23927	0.63834
23928	0.48707
23929	0.55763
23930	0.36096
23931	0.50713
23932	0.39054
23933	0.31553
23934	0.42784
23935	5.3355
23936	3.4014
23937	5.1763
23938	3.6993
23939	5.4482
23940	5.2331
23941	5.376
23942	4.166
23943	3.6025
23944	2.9569
23945	2.9626
23946	2.9874
23947	3.2722
23948	3.0541
23949	3.5657
23950	3.0941
23951	3.2934
23952	3.8015
23953	3.1922
23954	3.2174
23955	0.46396
23956	0.43418
23957	0.35235
23958	0.27889
23959	0.34302
23960	0.15938
23961	0.21125
23962	0.19227
23963	0.16867
23964	0.2646
23965	0.19959
23966	0.15216
23967	0.17821
23968	0.35175
23969	0.22867
23970	2.2739
23971	2.4511
23972	2.6219
23973	1.9416
23974	2.2566
23975	1.8862
23976	2.9759
23977	3.3843
23978	7.5625
23979	8.0258
23980	7.5707
23981	8.0148
23982	7.8156
23983	7.825
23984	7.8188
23985	8.064
23986	7.818
23987	7.0471
23988	6.9809
23989	8.0931
23990	0.98868
23991	0.74209
23992	1.0415
23993	2.4561
23994	2.3815
23995	1.6347
23996	2.6576
23997	2.5801
23998	4.7815
23999	2.9957
24000	5.2956
24001	4.9671
24002	4.1017
24003	4.4455
24004	3.1124
24005	2.8203
24006	3.1457
24007	3.0638
24008	3.2894
24009	2.9767
24010	1.3475
24011	1.179
24012	1.9688
24013	1.2044
24014	1.6318
24015	1.6016
24016	2.2278
24017	2.0877
24018	1.1327
24019	1.5587
24020	1.1229
24021	1.8654
24022	2.1495
24023	1.1968
24024	2.5406
24025	2.1777
24026	2.1839
24027	2.8205
24028	2.1945
24029	2.4777
24030	1.3858
24031	1.8345
24032	1.5003
24033	2.031
24034	1.6898
24035	2.333
24036	2.2734
24037	2.6288
24038	2.4066
24039	2.3727
24040	2.6474
24041	3.1618
24042	2.0757
24043	0.75765
24044	0.63631
24045	0.86385
24046	0.89058
24047	0.97301
24048	0.84746
24049	2.4535
24050	2.9015
24051	3.5759
24052	3.381
24053	3.325
24054	3.912
24055	3.6822
24056	2.8049
24057	2.7985
24058	3.9654
24059	3.3724
24060	1.7447
24061	1.857
24062	1.9341
24063	3.2137
24064	3.1868
