Node Number	X Location (in)	Y Location (in)	Z Location (in)	
59273	-1.2951	0.44408	0.40063	
59274	-1.2748	0.39829	0.4012	
59275	-1.2878	0.42931	0.41812	
59276	-1.2531	0.41221	0.37877	
59277	-1.2621	0.444	0.40275	
59278	-1.2602	0.34917	0.40728	
59279	-1.255	0.32235	0.43005	
59280	-1.2389	0.36305	0.38485	
59281	-1.2294	0.35261	0.42493	
59282	-1.2284	0.30825	0.4087	
59283	-1.2332	0.32316	0.38061	
59284	-1.2685	0.37989	0.70696	
59285	-1.2572	0.33523	0.68191	
59286	-1.2158	0.34202	0.72913	
59287	-1.2375	0.3725	0.72913	
59288	-1.2269	0.32382	0.69621	
59289	-1.2343	0.3648	0.68571	
59290	-1.2969	0.44754	0.69964	
59291	-1.2688	0.38075	0.68061	
59292	-1.2886	0.43101	0.6729	
59293	-1.2747	0.39789	0.65977	
59294	-1.2516	0.41722	0.72783	
59295	-1.2484	0.40951	0.6844	
59296	-1.2724	0.45006	0.70807	
59297	-1.3247	0.49232	0.70459	
59298	-1.3532	0.52774	0.70301	
59299	-1.3337	0.50448	0.68445	
59300	-1.3222	0.52121	0.70687	
59301	-1.388	0.56187	0.70354	
59302	-1.4262	0.59118	0.70289	
59303	-1.4021	0.57357	0.69095	
59304	-1.3942	0.60834	0.7333	
59305	-1.397	0.59718	0.69862	
59306	-1.4677	0.61566	0.70223	
59307	-1.5125	0.63527	0.70523	
59308	-1.4874	0.62509	0.68523	
59309	-1.4824	0.64242	0.71147	
59310	-1.5965	0.65606	0.676	
59311	-1.556	0.64843	0.69688	
59312	-1.5671	0.65096	0.6676	
59313	-1.5608	0.68103	0.68812	
59314	-1.5958	0.66977	0.70414	
59315	-1.6039	0.65698	0.61966	
59316	-1.5822	0.65386	0.645	
59317	-1.5761	0.68309	0.66552	
59318	-1.602	0.67948	0.63431	
59319	-1.611	0.67183	0.68154	
59320	-1.5959	0.65597	0.56092	
59321	-1.5743	0.65242	0.61126	
59322	-1.5691	0.65138	0.57888	
59323	-1.6262	0.68155	0.58589	
59324	-1.594	0.67855	0.60058	
59325	-1.5937	0.65567	0.50672	
59326	-1.5691	0.65138	0.55388	
59327	-1.564	0.65029	0.52162	
59328	-1.6262	0.68155	0.56089	
59329	-1.5461	0.67747	0.53935	
59330	-1.5923	0.6849	0.52212	
59331	-1.594	0.67855	0.57558	
59332	-1.5617	0.64978	0.46208	
59333	-1.5619	0.64981	0.49242	
59334	-1.6367	0.68655	0.47073	
59335	-1.5965	0.68756	0.43992	
59336	-1.5356	0.68167	0.46228	
59337	-1.5902	0.68459	0.49292	
59338	-1.2543	0.31797	0.62992	
59339	-1.2532	0.30978	0.58193	
59340	-1.2573	0.33582	0.60908	
59341	-1.2253	0.3079	0.60361	
59342	-1.2263	0.27585	0.6104	
59343	-1.2531	0.30923	0.53295	
59344	-1.2534	0.31166	0.48305	
59345	-1.2567	0.33272	0.51224	
59346	-1.201	0.32464	0.48754	
59347	-1.2311	0.33752	0.5333	
59348	-1.2217	0.28702	0.51254	
59349	-1.2281	0.3419	0.47794	
59350	-1.4634	0.61345	0.42795	
59351	-1.4293	0.59321	0.42275	
59352	-1.4205	0.62783	0.40039	
59353	-1.3907	0.56417	0.42275	
59354	-1.3556	0.53044	0.42371	
59355	-1.3778	0.55269	0.44613	
59356	-1.3377	0.54988	0.39299	
59357	-1.3471	0.56671	0.42541	
59358	-1.3259	0.49406	0.42786	
59359	-1.3008	0.45469	0.43061	
59360	-1.313	0.47508	0.43882	
59361	-1.2902	0.49383	0.45424	
59362	-1.2753	0.46929	0.41524	
59363	-1.3086	0.51306	0.39713	
59364	-1.2607	0.35149	0.43701	
59365	-1.2792	0.40953	0.43117	
59366	-1.272	0.39051	0.44098	
59367	-1.2456	0.39198	0.39182	
59368	-1.2546	0.42376	0.4158	
59369	-1.2361	0.38154	0.4319	
59370	-1.3007	0.45454	0.66688	
59371	-1.3183	0.4832	0.67349	
59372	-1.2723	0.48332	0.66783	
59373	-1.3069	0.49987	0.6959	
59374	-1.2848	0.47341	0.70205	
59375	-1.3458	0.51939	0.67191	
59376	-1.3796	0.5544	0.67789	
59377	-1.3626	0.5378	0.66607	
59378	-1.3321	0.55947	0.72024	
59379	-1.3451	0.57404	0.68131	
59380	-1.3351	0.53547	0.69433	
59381	-1.3747	0.57782	0.68556	
59382	-1.417	0.58477	0.67724	
59383	-1.4609	0.6121	0.67217	
59384	-1.4328	0.59551	0.66162	
59385	-1.4097	0.61875	0.71959	
59386	-1.4325	0.62859	0.66026	
59387	-1.4561	0.62896	0.69841	
59388	-1.4124	0.6076	0.68491	
59389	-1.5054	0.63256	0.67517	
59390	-1.5419	0.64476	0.66589	
59391	-1.5357	0.67493	0.68641	
59392	-1.5006	0.6491	0.70141	
59393	-1.5222	0.65199	0.6649	
59394	-1.2613	0.35382	0.63472	
59395	-1.227	0.32471	0.66985	
59396	-1.2345	0.36569	0.65935	
59397	-1.228	0.32612	0.62925	
59398	-1.2594	0.34577	0.58673	
59399	-1.2588	0.34323	0.53887	
59400	-1.2644	0.36594	0.56382	
59401	-1.2324	0.34816	0.55994	
59402	-1.223	0.29766	0.53918	
59403	-1.2266	0.31798	0.58126	
59404	-1.2594	0.34563	0.48897	
59405	-1.264	0.3644	0.46375	
59406	-1.2027	0.3377	0.46428	
59407	-1.2234	0.30008	0.48928	
59408	-1.2298	0.35496	0.45467	
59409	-1.2288	0.3106	0.43843	
59410	-1.5081	0.63361	0.44885	
59411	-1.5325	0.642	0.47698	
59412	-1.506	0.67497	0.44684	
59413	-1.449	0.60548	0.44586	
59414	-1.5082	0.63366	0.47919	
59415	-1.4668	0.61521	0.47451	
59416	-1.4338	0.63185	0.47947	
59417	-1.4411	0.63868	0.4235	
59418	-1.482	0.66584	0.44905	
59419	-1.4325	0.59529	0.46931	
59420	-1.402	0.57344	0.46404	
59421	-1.3995	0.61193	0.47428	
59422	-1.3714	0.58737	0.44333	
59423	-1.4068	0.61875	0.41831	
59424	-1.3302	0.49993	0.45355	
59425	-1.3657	0.54102	0.46501	
59426	-1.3438	0.51704	0.47079	
59427	-1.3079	0.51831	0.46898	
59428	-1.3263	0.53754	0.41187	
59429	-1.3358	0.55437	0.4443	
59430	-1.3044	0.46103	0.4563	
59431	-1.2844	0.4218	0.45791	
59432	-1.297	0.44778	0.48197	
59433	-1.2822	0.47945	0.47173	
59434	-1.2672	0.45491	0.43272	
59435	-1.2617	0.45091	0.48961	
59436	-1.3083	0.46763	0.64675	
59437	-1.2775	0.40534	0.62701	
59438	-1.2856	0.42448	0.6041	
59439	-1.3005	0.45412	0.61406	
59440	-1.2633	0.46716	0.64109	
59441	-1.2518	0.41671	0.65164	
59442	-1.2758	0.45725	0.67531	
59443	-1.3423	0.51523	0.64751	
59444	-1.3181	0.48281	0.62067	
59445	-1.335	0.5062	0.62527	
59446	-1.2808	0.49588	0.6477	
59447	-1.3154	0.51243	0.67577	
59448	-1.3069	0.51086	0.62388	
59449	-1.3756	0.55069	0.65348	
59450	-1.4084	0.57839	0.64968	
59451	-1.3878	0.56173	0.63938	
59452	-1.3587	0.58644	0.66872	
59453	-1.3882	0.59023	0.67297	
59454	-1.5161	0.63655	0.64589	
59455	-1.4515	0.60688	0.64462	
59456	-1.4661	0.61483	0.62744	
59457	-1.49	0.62622	0.62998	
59458	-1.4517	0.63893	0.64326	
59459	-1.4754	0.6393	0.68141	
59460	-1.4969	0.64218	0.64491	
59461	-1.5479	0.64638	0.60422	
59462	-1.526	0.63993	0.6207	
59463	-1.5467	0.67803	0.65713	
59464	-1.5726	0.67442	0.62592	
59465	-1.5332	0.65508	0.63562	
59466	-1.5377	0.64355	0.53958	
59467	-1.521	0.63825	0.58831	
59468	-1.5125	0.63526	0.55935	
59469	-1.5196	0.67198	0.55731	
59470	-1.5675	0.67306	0.59354	
59471	-1.5281	0.65372	0.60324	
59472	-1.4902	0.62631	0.50264	
59473	-1.5076	0.63343	0.52709	
59474	-1.5145	0.67051	0.52505	
59475	-1.5062	0.67501	0.47719	
59476	-1.5607	0.67793	0.50782	
59477	-1.2722	0.39112	0.59098	
59478	-1.2381	0.3739	0.58709	
59479	-1.2388	0.38329	0.63851	
59480	-1.2323	0.34372	0.60841	
59481	-1.2701	0.38483	0.49294	
59482	-1.2801	0.41193	0.517	
59483	-1.2714	0.38866	0.54311	
59484	-1.2374	0.3714	0.53923	
59485	-1.2344	0.37578	0.48386	
59486	-1.2474	0.41399	0.52464	
59487	-1.3296	0.49906	0.48175	
59488	-1.3088	0.46841	0.49018	
59489	-1.2941	0.49997	0.47994	
59490	-1.2879	0.42962	0.49179	
59491	-1.259	0.43636	0.44254	
59492	-1.2404	0.39413	0.45864	
59493	-1.2535	0.43235	0.49942	
59494	-1.351	0.5253	0.61943	
59495	-1.3703	0.5456	0.62756	
59496	-1.3486	0.55598	0.61431	
59497	-1.3414	0.57012	0.6569	
59498	-1.3313	0.53155	0.66992	
59499	-1.3228	0.52998	0.61804	
59500	-1.4025	0.57389	0.62376	
59501	-1.4377	0.59866	0.61688	
59502	-1.4163	0.58428	0.61185	
59503	-1.4234	0.62275	0.6327	
59504	-1.4034	0.60176	0.65735	
59505	-1.4182	0.58559	0.49269	
59506	-1.4662	0.61491	0.52242	
59507	-1.4372	0.5983	0.52137	
59508	-1.4164	0.62293	0.50293	
59509	-1.4731	0.65242	0.52037	
59510	-1.4647	0.65693	0.47251	
59511	-1.365	0.54025	0.4932	
59512	-1.4064	0.57687	0.51609	
59513	-1.3806	0.55529	0.52014	
59514	-1.3859	0.60122	0.49765	
59515	-1.3578	0.57666	0.46671	
59516	-1.3643	0.56708	0.50026	
59517	-1.3207	0.48674	0.50742	
59518	-1.3575	0.53247	0.52592	
59519	-1.3379	0.50983	0.52346	
59520	-1.3072	0.51748	0.49717	
59521	-1.3351	0.55354	0.47249	
59522	-1.3415	0.54397	0.50605	
59523	-1.2897	0.43327	0.54196	
59524	-1.3053	0.46254	0.55191	
59525	-1.3161	0.4799	0.53189	
59526	-1.2862	0.48704	0.5056	
59527	-1.2658	0.45849	0.52349	
59528	-1.2939	0.49071	0.55513	
59529	-1.2934	0.44073	0.57802	
59530	-1.2449	0.39351	0.56418	
59531	-1.257	0.45335	0.60505	
59532	-1.2456	0.4029	0.6156	
59533	-1.255	0.43611	0.54959	
59534	-1.3257	0.4937	0.59258	
59535	-1.3208	0.4868	0.56796	
59536	-1.272	0.48291	0.61501	
59537	-1.27	0.46566	0.55955	
59538	-1.2982	0.49788	0.59119	
59539	-1.3622	0.53737	0.60532	
59540	-1.3576	0.53262	0.57502	
59541	-1.3381	0.50999	0.57256	
59542	-1.3409	0.54731	0.59207	
59543	-1.3151	0.52131	0.5958	
59544	-1.3954	0.56813	0.60155	
59545	-1.3775	0.55243	0.58316	
59546	-1.3604	0.56748	0.6002	
59547	-1.3531	0.58163	0.6428	
59548	-1.3827	0.58541	0.64705	
59549	-1.4754	0.61953	0.60225	
59550	-1.4674	0.61552	0.57328	
59551	-1.43	0.5937	0.59467	
59552	-1.4383	0.599	0.57224	
59553	-1.4375	0.63157	0.61552	
59554	-1.4913	0.62682	0.57583	
59555	-1.4613	0.64312	0.61807	
59556	-1.498	0.66464	0.57378	
59557	-1.5065	0.64638	0.61971	
59558	-1.4533	0.60794	0.54582	
59559	-1.4332	0.63158	0.52738	
59560	-1.4531	0.63956	0.58911	
59561	-1.4898	0.66107	0.54482	
59562	-1.4169	0.58465	0.56721	
59563	-1.3904	0.56392	0.57125	
59564	-1.3961	0.60942	0.54877	
59565	-1.3737	0.57847	0.5883	
59566	-1.416	0.61739	0.61049	
59567	-1.396	0.5964	0.63514	
59568	-1.3979	0.5702	0.54882	
59569	-1.404	0.61513	0.52633	
59570	-1.424	0.62311	0.58806	
59571	-1.3519	0.52638	0.5504	
59572	-1.378	0.59396	0.53037	
59573	-1.3556	0.56301	0.56991	
59574	-1.3563	0.55983	0.53298	
59575	-1.3021	0.51105	0.52165	
59576	-1.3356	0.54072	0.56744	
59577	-1.3098	0.51473	0.57117	
59578	-1.3364	0.53753	0.53052	
59579	-1.7305	0.62696	0.27604	
59580	-1.7674	0.60852	0.26276	
59581	-1.7532	0.62433	0.27373	
59582	-1.7472	0.64818	0.27821	
59583	-1.7848	0.63453	0.25189	
59584	-1.7206	0.60225	0.22626	
59585	-1.7076	0.6645	0.22699	
59586	-1.7766	0.60671	0.22987	
59587	-1.7022	0.64123	0.26013	
59588	-1.8252	0.63035	0.27927	
59589	-1.8151	0.60904	0.26305	
59590	-1.864	0.61104	0.26421	
59591	-1.8496	0.62656	0.27568	
59592	-1.8324	0.63507	0.25215	
59593	-1.8243	0.60725	0.23013	
59594	-1.92	0.63361	0.28269	
59595	-1.9112	0.61446	0.26635	
59596	-1.9293	0.60632	0.23639	
59597	-1.9366	0.64284	0.25439	
59598	-1.897	0.63602	0.28544	
59599	-1.8827	0.647	0.30132	
59600	-1.8872	0.67843	0.30998	
59601	-1.9224	0.66202	0.27547	
59602	-1.925	0.69577	0.30538	
59603	-1.8006	0.63405	0.28318	
59604	-1.8351	0.64666	0.30071	
59605	-1.7863	0.64547	0.29866	
59606	-1.7803	0.67112	0.30087	
59607	-1.8179	0.65748	0.27455	
59608	-1.8396	0.67812	0.30936	
59609	-1.7393	0.6433	0.29519	
59610	-1.7333	0.66915	0.29729	
59611	-1.6883	0.6622	0.27921	
59612	-1.7083	0.65872	0.30595	
59613	-1.7762	0.62877	0.27773	
59614	-1.8079	0.63974	0.25481	
59615	-1.7997	0.61192	0.23279	
59616	-1.8739	0.63207	0.28104	
59617	-1.8567	0.64166	0.2561	
59618	-1.9064	0.60938	0.2384	
59619	-1.9136	0.6459	0.25639	
59620	-1.8486	0.61384	0.23408	
59621	-1.8424	0.65491	0.27001	
59622	-1.864	0.67556	0.30482	
59623	-1.8992	0.65915	0.27031	
59624	-1.756	0.66723	0.29437	
59625	-1.7936	0.65358	0.26804	
59626	-0.18323	1.283	0.27579	
59627	-0.14941	1.2999	0.26348	
59628	-0.16222	1.2851	0.27392	
59629	-0.1799	1.3154	0.23224	
59630	-0.19544	1.2718	0.2565	
59631	-0.15677	1.2728	0.24265	
59632	-9.4297e-002	1.2793	0.27927	
59633	-0.10469	1.299	0.26398	
59634	-5.7492e-002	1.299	0.26399	
59635	-7.0857e-002	1.2839	0.27498	
59636	-6.2815e-002	1.2695	0.24303	
59637	-0.11205	1.2719	0.2431	
59638	-9.1422e-002	1.2641	0.27419	
59639	-8.6918e-002	1.3115	0.22405	
59640	-4.9526e-002	1.3103	0.23687	
59641	1.2276e-004	1.2793	0.27927	
59642	-1.0283e-002	1.299	0.26399	
59643	3.6927e-002	1.299	0.26399	
59644	2.3562e-002	1.2839	0.27498	
59645	-1.5606e-002	1.2695	0.24303	
59646	4.3511e-002	1.3024	0.23296	
59647	2.5833e-002	1.2735	0.25089	
59648	-2.3163e-003	1.3103	0.23687	
59649	9.4542e-002	1.2793	0.27927	
59650	8.4137e-002	1.299	0.26399	
59651	0.13083	1.2985	0.26429	
59652	0.11787	1.2838	0.27508	
59653	0.11715	1.2788	0.24881	
59654	0.13268	1.3221	0.23166	
59655	9.0721e-002	1.3024	0.23296	
59656	0.18364	1.2758	0.28298	
59657	0.17527	1.2951	0.26641	
59658	0.16158	1.2754	0.25077	
59659	0.21854	1.2791	0.24318	
59660	0.20855	1.2577	0.28409	
59661	0.17711	1.3186	0.23362	
59662	0.17887	1.2584	0.25969	
59663	0.16256	1.2738	0.28521	
59664	0.1496	1.2633	0.30014	
59665	0.19584	1.2388	0.30494	
59666	0.16616	1.2396	0.28055	
59667	0.15747	1.2334	0.31756	
59668	7.1192e-002	1.2749	0.28393	
59669	0.10493	1.2639	0.29917	
59670	5.7827e-002	1.264	0.29904	
59671	0.1042	1.257	0.27063	
59672	8.4227e-002	1.2399	0.30404	
59673	6.0098e-002	1.2517	0.27271	
59674	-2.3227e-002	1.2749	0.28393	
59675	1.0618e-002	1.264	0.29904	
59676	-3.6592e-002	1.264	0.29904	
59677	-2.855e-002	1.2477	0.26484	
59678	4.4451e-004	1.2366	0.32511	
59679	1.2888e-002	1.2517	0.27271	
59680	-1.217e-002	1.2356	0.30211	
59681	-0.11763	1.2749	0.28392	
59682	-8.3802e-002	1.264	0.29904	
59683	-0.13044	1.2643	0.29852	
59684	-0.10437	1.2423	0.296	
59685	-0.17466	1.2664	0.29509	
59686	-0.20788	1.2511	0.27524	
59687	-0.1774	1.2385	0.31687	
59688	-0.14084	1.2797	0.27891	
59689	-0.15851	1.309	0.23593	
59690	-0.13539	1.2664	0.24634	
59691	-0.11476	1.2586	0.27744	
59692	-0.11026	1.306	0.22729	
59693	-4.6997e-002	1.2792	0.27936	
59694	-3.8955e-002	1.264	0.24629	
59695	-2.5666e-002	1.3048	0.24013	
59696	4.7422e-002	1.2792	0.27936	
59697	9.3797e-002	1.2734	0.25207	
59698	6.7371e-002	1.2969	0.23622	
59699	4.9692e-002	1.268	0.25415	
59700	0.14122	1.2787	0.27987	
59701	0.14049	1.2729	0.2524	
59702	0.15602	1.3161	0.23524	
59703	0.15779	1.2559	0.26132	
59704	0.12753	1.2601	0.26536	
59705	0.10756	1.243	0.29877	
59706	0.14483	1.2432	0.27428	
59707	0.13613	1.237	0.3113	
59708	6.0457e-002	1.2431	0.29865	
59709	2.3884e-002	1.2398	0.31971	
59710	3.6327e-002	1.2549	0.26731	
59711	1.1269e-002	1.2388	0.29672	
59712	-5.232e-002	1.2509	0.25945	
59713	-8.0927e-002	1.2455	0.29061	
59714	-3.5941e-002	1.2388	0.29672	
59715	-0.18687	1.2526	0.27287	
59716	-0.1482	1.2536	0.25901	
59717	-0.12757	1.2458	0.29011	
59718	-0.15639	1.24	0.3145	
59719	-0.15559	1.2365	0.28805	
59720	1.4447	1.4447	1.1768	
59721	1.4472	1.4118	1.1054	
59722	1.418	1.4534	1.1148	
59723	1.4188	1.4157	1.1078	
59724	1.4475	1.4486	1.1487	
59725	1.447	1.4445	1.1046	
59726	1.4849	1.4495	1.2012	
59727	1.4626	1.498	1.2185	
59728	1.4674	1.4587	1.2311	
59729	1.4566	1.4577	1.188	
59730	-1.4447	1.4447	1.1768	
59731	-1.4393	1.4747	1.1269	
59732	-1.4109	1.4463	1.1011	
59733	-1.4463	1.4109	1.1011	
59734	-1.4529	1.4524	1.148	
59735	-1.4481	1.4428	1.1012	
59736	-1.4495	1.4849	1.2012	
59737	-1.4849	1.4495	1.2011	
59738	-1.4658	1.4645	1.2267	
59739	-1.462	1.4615	1.1873	
59740	-1.0187	1.12	0.65687	
59741	-0.97476	1.1386	0.63158	
59742	-1.0008	1.159	0.66486	
59743	-0.95936	1.1756	0.66231	
59744	-0.96059	1.1587	0.63235	
59745	-1.019	1.1199	0.63057	
59746	-1.0692	1.084	0.63633	
59747	-1.0343	1.1109	0.60943	
59748	-1.0429	1.1363	0.66385	
59749	-1.0668	1.1242	0.62243	
59750	-1.0935	1.1118	0.66583	
59751	-1.1353	0.98434	0.6173	
59752	-1.1044	1.0439	0.62897	
59753	-1.1261	1.0067	0.60056	
59754	-1.1131	1.0308	0.6135	
59755	-1.1515	1.0278	0.66134	
59756	-1.1649	0.98639	0.65761	
59757	-1.1635	1.0177	0.61465	
59758	-0.96825	1.1405	6.6682e-002	
59759	-1.0012	1.1286	5.3843e-002	
59760	-0.99125	1.1328	8.5373e-002	
59761	-0.95844	1.1744	5.9365e-002	
59762	-1.0159	1.1548	6.2479e-002	
59763	-1.0454	1.1034	4.8348e-002	
59764	-1.0821	1.0713	4.3846e-002	
59765	-1.0627	1.0898	6.4782e-002	
59766	-1.0923	1.1025	4.8565e-002	
59767	-1.0595	1.129	5.6985e-002	
59768	-1.1392	0.97276	7.05e-002	
59769	-1.114	1.0292	5.275e-002	
59770	-1.1337	0.98883	9.1193e-002	
59771	-1.1195	1.0196	7.3879e-002	
59772	-1.1532	1.0269	8.947e-002	
59773	-1.1614	0.97333	6.3589e-002	
59774	-1.1932	1.0121	6.7497e-002	
59775	-0.9575	1.1433	0.58027	
59776	-0.94668	1.1456	0.53396	
59777	-0.97458	1.1386	0.55913	
59778	-0.90993	1.1776	0.56379	
59779	-0.97	1.1703	0.53827	
59780	-0.94318	1.1628	0.58104	
59781	-0.94366	1.1462	0.48738	
59782	-0.94356	1.1462	0.44078	
59783	-0.959	1.1429	0.47251	
59784	-0.93292	1.1711	0.4434	
59785	-0.96696	1.1707	0.4917	
59786	-0.94296	1.1463	0.3913	
59787	-0.94234	1.1464	0.34219	
59788	-0.95615	1.1436	0.371	
59789	-0.93231	1.1712	0.39392	
59790	-0.95003	1.172	0.35521	
59791	-0.96013	1.1585	0.37953	
59792	-0.94199	1.1464	0.29277	
59793	-0.94419	1.1461	0.24233	
59794	-0.9547	1.1439	0.27356	
59795	-0.94725	1.1734	0.26514	
59796	-0.94777	1.1454	0.12012	
59797	-0.94845	1.1453	0.18658	
59798	-0.96147	1.1423	0.16862	
59799	-0.97134	1.1396	0.13881	
59800	-0.9134	1.1786	0.1664	
59801	-0.93804	1.1795	0.11281	
59802	-0.96661	1.1745	0.15807	
59803	-0.97865	1.1373	0.1061	
59804	-0.94556	1.1781	8.0096e-002	
59805	-1.003	1.1584	8.3211e-002	
59806	-0.97413	1.173	0.12536	
59807	-1.1423	0.96165	0.10892	
59808	-1.1697	0.9461	8.1319e-002	
59809	-1.1432	0.95775	0.16	
59810	-1.1462	0.94347	0.21246	
59811	-1.1407	0.96764	0.18799	
59812	-1.1704	0.95141	0.18335	
59813	-1.1466	0.9408	0.26039	
59814	-1.1464	0.94208	0.30753	
59815	-1.1441	0.95397	0.27408	
59816	-1.171	0.94798	0.27417	
59817	-1.1866	0.90423	0.28062	
59818	-1.1609	0.93943	0.30548	
59819	-1.1464	0.94218	0.35768	
59820	-1.1464	0.94216	0.40766	
59821	-1.1438	0.95518	0.3785	
59822	-1.1709	0.94853	0.39033	
59823	-1.1609	0.93954	0.35563	
59824	-1.1464	0.9421	0.45734	
59825	-1.1456	0.94657	0.50597	
59826	-1.1434	0.9572	0.478	
59827	-1.1717	0.9339	0.50031	
59828	-1.1429	0.95933	0.55974	
59829	-1.1366	0.98077	0.57672	
59830	-1.1694	0.94675	0.55409	
59831	-1.1743	0.96014	0.63377	
59832	-1.1729	0.99143	0.59081	
59833	-1.2071	0.95844	0.57975	
59834	-1.0394	1.1075	7.8167e-002	
59835	-1.011	1.124	9.3264e-002	
59836	-1.0356	1.146	7.0371e-002	
59837	-1.077	1.0766	7.3665e-002	
59838	-1.1016	1.0478	7.386e-002	
59839	-1.136	1.0555	8.945e-002	
59840	-1.1056	1.0883	5.7449e-002	
59841	-0.99173	1.1326	0.58413	
59842	-1.0011	1.1589	0.63855	
59843	-1.025	1.1468	0.59713	
59844	-0.9877	1.1661	0.56328	
59845	-0.96088	1.1586	0.60605	
59846	-0.98135	1.1364	0.53782	
59847	-0.96886	1.1403	0.49778	
59848	-0.97701	1.1689	0.51697	
59849	-0.96877	1.1404	0.45118	
59850	-0.96655	1.141	0.39915	
59851	-0.97918	1.1371	0.42891	
59852	-0.94287	1.1693	0.42207	
59853	-0.97069	1.1567	0.40768	
59854	-0.96595	1.1411	0.35004	
59855	-0.96485	1.1414	0.30201	
59856	-0.97259	1.1392	0.3279	
59857	-0.95755	1.1717	0.29359	
59858	-0.95998	1.1703	0.33425	
59859	-0.967	1.1409	0.25156	
59860	-0.96953	1.1401	0.20237	
59861	-0.98111	1.1365	0.22897	
59862	-0.95973	1.1712	0.24314	
59863	-0.9748	1.1729	0.19182	
59864	-1.1248	1.0093	0.1123	
59865	-1.1342	0.98759	0.15761	
59866	-1.1215	1.0158	0.13742	
59867	-1.1573	1.0161	0.12789	
59868	-1.1655	0.96255	0.10201	
59869	-1.1656	0.97181	0.15297	
59870	-1.1389	0.9738	0.21007	
59871	-1.142	0.96284	0.24822	
59872	-1.1695	0.95698	0.24832	
59873	-1.1693	0.95773	0.20543	
59874	-1.1416	0.96409	0.29536	
59875	-1.1414	0.96519	0.34964	
59876	-1.1378	0.97718	0.31631	
59877	-1.1591	0.9497	0.32676	
59878	-1.1414	0.96517	0.39962	
59879	-1.1408	0.96722	0.44944	
59880	-1.1384	0.97523	0.42199	
59881	-1.17	0.9441	0.47175	
59882	-1.1691	0.95867	0.41145	
59883	-1.1395	0.97158	0.49806	
59884	-1.136	0.98249	0.54301	
59885	-1.1342	0.98745	0.51813	
59886	-1.1689	0.94852	0.52038	
59887	-1.1562	0.99698	0.51123	
59888	-1.1725	0.9932	0.5571	
59889	-1.0459	1.103	0.58989	
59890	-1.0899	1.0626	0.60132	
59891	-1.0713	1.0821	0.589	
59892	-1.1289	1.0599	0.64917	
59893	-1.0771	1.1147	0.60289	
59894	-1.1074	1.0787	0.58484	
59895	-1.1038	1.1023	0.6463	
59896	-1.0847	1.0685	9.4795e-002	
59897	-1.0303	1.1133	0.1097	
59898	-1.053	1.0977	0.11799	
59899	-1.0797	1.0738	0.11991	
59900	-1.0868	1.1072	7.8384e-002	
59901	-1.0539	1.1338	8.6804e-002	
59902	-1.0924	1.1034	0.13412	
59903	-1.1039	1.0447	0.12011	
59904	-1.1426	1.0465	0.11058	
59905	-1.1122	1.0794	7.8579e-002	
59906	-0.99601	1.1308	0.52295	
59907	-1.0367	1.1093	0.56209	
59908	-1.0215	1.1185	0.53479	
59909	-1.0415	1.1403	0.57599	
59910	-1.0042	1.1596	0.54214	
59911	-0.99398	1.1317	0.46064	
59912	-1.0099	1.1246	0.49475	
59913	-0.95803	1.165	0.4538	
59914	-0.99207	1.1646	0.5021	
59915	-0.98585	1.1523	0.43941	
59916	-0.99184	1.1325	0.40861	
59917	-0.98596	1.1348	0.35671	
59918	-1.0038	1.1274	0.37968	
59919	-1.0041	1.1466	0.36139	
59920	-0.97356	1.1665	0.36306	
59921	-0.98367	1.1531	0.38738	
59922	-0.98488	1.1351	0.30869	
59923	-0.99117	1.1328	0.26021	
59924	-1.0004	1.129	0.29615	
59925	-1.003	1.147	0.31336	
59926	-0.97005	1.1683	0.27438	
59927	-1.0047	1.1529	0.27817	
59928	-0.97248	1.1669	0.31504	
59929	-0.99184	1.1325	0.1546	
59930	-0.9936	1.1318	0.21102	
59931	-1.0169	1.121	0.1629	
59932	-1.0326	1.1119	0.19152	
59933	-0.98761	1.1692	0.17386	
59934	-1.0176	1.1384	0.19006	
59935	-1.0259	1.116	0.13309	
59936	-1.026	1.1508	0.1019	
59937	-0.99714	1.1654	0.14405	
59938	-1.0272	1.1347	0.16025	
59939	-1.1346	0.98649	0.22375	
59940	-1.1166	1.0248	0.16541	
59941	-1.1241	1.0107	0.21029	
59942	-1.1538	1.0257	0.15588	
59943	-1.1622	0.98064	0.22385	
59944	-1.162	0.98138	0.18096	
59945	-1.154	1.0259	0.22599	
59946	-1.1338	0.9886	0.28285	
59947	-1.1289	1.0004	0.24844	
59948	-1.1661	0.96995	0.262	
59949	-1.1579	1.0152	0.26415	
59950	-1.156	0.96141	0.29331	
59951	-1.1334	0.98967	0.33713	
59952	-1.1341	0.98778	0.39282	
59953	-1.1255	1.008	0.3634	
59954	-1.1657	0.97148	0.38229	
59955	-1.1547	1.0001	0.35519	
59956	-1.1557	0.96249	0.34759	
59957	-1.1333	0.98977	0.44264	
59958	-1.1302	0.99755	0.49016	
59959	-1.1245	1.01	0.46382	
59960	-1.1658	0.95893	0.49241	
59961	-1.165	0.9735	0.4321	
59962	-1.1531	1.0074	0.48326	
59963	-1.115	1.0275	0.57292	
59964	-1.1255	1.008	0.53511	
59965	-1.1186	1.0214	0.55114	
59966	-1.1316	1.0432	0.55643	
59967	-1.1488	1.018	0.5282	
59968	-1.1651	1.0143	0.57407	
