Node Number	X Location (in)	Y Location (in)	Z Location (in)	
59969	-1.0825	1.0709	0.57353	
59970	-1.104	1.0446	0.56407	
59971	-1.0907	1.0616	0.55981	
59972	-1.1392	1.048	0.6337	
59973	-1.1176	1.0668	0.56937	
59974	-1.1512	1.0378	0.58701	
59975	-1.0195	1.1196	0.47248	
59976	-1.0157	1.1216	0.40944	
59977	-1.0239	1.1171	0.44184	
59978	-1.0449	1.1379	0.42689	
59979	-1.0022	1.1605	0.47983	
59980	-0.99595	1.1483	0.41714	
59981	-1.01	1.1245	0.35754	
59982	-1.0077	1.1256	0.32204	
59983	-1.0106	1.1442	0.33925	
59984	-0.98006	1.1642	0.34092	
59985	-1.0137	1.1226	0.27356	
59986	-1.0312	1.1128	0.25096	
59987	-1.0428	1.1052	0.21812	
59988	-0.9838	1.1629	0.25179	
59989	-1.0184	1.1475	0.25558	
59990	-0.99887	1.1646	0.20046	
59991	-1.0289	1.1339	0.21667	
59992	-1.1231	1.0128	0.26939	
59993	-1.1198	1.0191	0.33007	
59994	-1.1177	1.0229	0.29121	
59995	-1.1613	0.98271	0.28295	
59996	-1.1531	1.0279	0.2851	
59997	-1.1502	1.0117	0.32186	
59998	-1.1512	0.97416	0.31426	
59999	-1.1208	1.0173	0.38577	
60000	-1.1207	1.0174	0.43637	
60001	-1.1081	1.0386	0.41241	
60002	-1.1434	1.0333	0.41472	
60003	-1.162	0.98129	0.40465	
60004	-1.1501	1.0152	0.45581	
60005	-1.151	1.0099	0.37755	
60006	-1.1166	1.0248	0.48389	
60007	-1.116	1.0259	0.52626	
60008	-1.1124	1.0319	0.50837	
60009	-1.1466	1.0228	0.50333	
60010	-1.0491	1.1006	0.53389	
60011	-1.0722	1.0812	0.54748	
60012	-1.069	1.1224	0.5751	
60013	-1.0993	1.0864	0.55704	
60014	-1.0819	1.0986	0.52899	
60015	-1.076	1.0775	0.14331	
60016	-1.0631	1.0895	0.17	
60017	-1.0498	1.1369	0.11019	
60018	-1.0883	1.1066	0.15751	
60019	-1.051	1.1208	0.16855	
60020	-1.1087	1.0376	0.19011	
60021	-1.0884	1.0643	0.17192	
60022	-1.1383	1.0524	0.1357	
60023	-1.108	1.0853	0.1037	
60024	-1.1136	1.0815	0.15944	
60025	-1.0589	1.093	0.52018	
60026	-1.0387	1.108	0.47595	
60027	-1.0548	1.0963	0.49411	
60028	-1.0548	1.133	0.54779	
60029	-1.0602	1.1296	0.461	
60030	-1.0174	1.1522	0.51393	
60031	-1.0676	1.1092	0.50168	
60032	-1.0248	1.1166	0.34501	
60033	-1.035	1.1104	0.41291	
60034	-1.0542	1.0968	0.39506	
60035	-1.046	1.103	0.35794	
60036	-1.0279	1.1357	0.36221	
60037	-1.0564	1.1319	0.39796	
60038	-1.0075	1.1422	0.38821	
60039	-1.0396	1.1074	0.28691	
60040	-1.0439	1.1045	0.32244	
60041	-1.0257	1.137	0.32672	
60042	-1.0734	1.124	0.30283	
60043	-1.0273	1.1429	0.29152	
60044	-1.1111	1.0339	0.2568	
60045	-1.0985	1.052	0.2168	
60046	-1.1471	1.0391	0.18058	
60047	-1.1224	1.0682	0.20431	
60048	-1.1474	1.0393	0.25069	
60049	-1.1072	1.0399	0.31748	
60050	-1.0951	1.0563	0.38298	
60051	-1.0885	1.0642	0.34586	
60052	-1.1331	1.0527	0.38529	
60053	-1.1169	1.0832	0.32625	
60054	-1.1407	1.0292	0.34813	
60055	-1.1048	1.0433	0.48203	
60056	-1.0928	1.0592	0.46959	
60057	-1.095	1.0564	0.43358	
60058	-1.1331	1.0528	0.43589	
60059	-1.1397	1.0346	0.47699	
60060	-1.1051	1.0721	0.47716	
60061	-1.0953	1.0561	0.53803	
60062	-1.1041	1.0444	0.5244	
60063	-1.1218	1.061	0.54758	
60064	-1.139	1.0358	0.51936	
60065	-1.0908	1.0615	0.52014	
60066	-1.0774	1.0762	0.5077	
60067	-1.1083	1.0778	0.54333	
60068	-1.0909	1.0901	0.51528	
60069	-1.0587	1.0932	0.46348	
60070	-1.0615	1.0909	0.42747	
60071	-1.0643	1.1268	0.43036	
60072	-1.0718	1.1065	0.47105	
60073	-1.0821	1.0713	0.27147	
60074	-1.0663	1.0866	0.23146	
60075	-1.0598	1.0923	0.29984	
60076	-1.09	1.1128	0.28023	
60077	-1.0439	1.1317	0.26892	
60078	-1.0544	1.1182	0.23001	
60079	-1.0913	1.061	0.23862	
60080	-1.0856	1.0675	0.307	
60081	-1.1145	1.0868	0.28739	
60082	-1.1412	1.0491	0.27251	
60083	-1.1383	1.0329	0.30927	
60084	-1.0874	1.0655	0.49407	
60085	-1.1177	1.0667	0.5297	
60086	-1.135	1.0415	0.50147	
60087	-1.1004	1.0789	0.50165	
60088	-1.1003	1.1037	0.24738	
60089	-1.102	1.0948	0.18613	
60090	-1.127	1.0659	0.2325	
60091	-1.0647	1.109	0.19717	
60092	-1.0762	1.0774	0.44563	
60093	-1.0872	1.0938	0.48921	
60094	-1.0713	1.082	0.3725	
60095	-1.1177	1.072	0.41193	
60096	-1.0822	1.1117	0.41251	
60097	-1.0897	1.0913	0.4532	
60098	-1.1102	1.079	0.37481	
60099	-1.0463	1.1225	0.33965	
60100	-1.094	1.1095	0.31576	
60101	-1.0748	1.1187	0.37539	
60102	0.96929	1.1402	0.62428	
60103	1.0024	1.1281	0.64451	
60104	1.0213	1.1542	0.62671	
60105	1.0148	1.161	0.67288	
60106	0.96858	1.1621	0.65254	
60107	1.0471	1.1021	0.64906	
60108	1.0846	1.0686	0.65286	
60109	1.0653	1.0875	0.63135	
60110	1.0945	1.0932	0.66608	
60111	1.1392	0.97265	0.62917	
60112	1.1156	1.0266	0.64442	
60113	1.1341	0.98762	0.60797	
60114	1.1213	1.0163	0.6207	
60115	1.1651	1.0002	0.66411	
60116	1.1521	1.0198	0.60549	
60117	1.1246	1.0509	0.65764	
60118	1.169	0.97234	0.61443	
60119	1.121	1.0407	0.62228	
60120	1.1402	0.96929	7.5715e-002	
60121	1.1281	1.0024	5.5491e-002	
60122	1.1753	0.95392	8.212e-002	
60123	1.1691	0.99387	5.9902e-002	
60124	1.1375	1.0185	4.5251e-002	
60125	1.1021	1.0471	5.0945e-002	
60126	1.0686	1.0846	4.7143e-002	
60127	1.0875	1.0653	6.8646e-002	
60128	1.0939	1.0929	5.3102e-002	
60129	1.1112	1.0626	4.0704e-002	
60130	0.97265	1.1392	7.083e-002	
60131	1.0266	1.1156	5.5583e-002	
60132	0.98762	1.1341	9.2027e-002	
60133	1.0163	1.1213	7.9296e-002	
60134	1.0149	1.1574	7.5837e-002	
60135	0.95687	1.1674	6.7107e-002	
60136	1.1426	0.96051	0.59057	
60137	1.1733	0.97309	0.64671	
60138	1.1773	0.94522	0.59703	
60139	1.1435	0.95675	0.53941	
60140	1.1459	0.94525	0.48901	
60141	1.1399	0.97026	0.507	
60142	1.1755	0.9347	0.49633	
60143	1.1779	0.94141	0.54587	
60144	1.1546	0.96339	0.5173	
60145	1.1464	0.94253	0.44107	
60146	1.1464	0.94217	0.39237	
60147	1.1435	0.95683	0.42566	
60148	1.1713	0.93197	0.40323	
60149	1.1464	0.94213	0.34237	
60150	1.1464	0.94251	0.29221	
60151	1.1439	0.95474	0.32332	
60152	1.1736	0.93168	0.29891	
60153	1.1713	0.93192	0.35323	
60154	1.1463	0.94305	0.24177	
60155	1.145	0.9498	0.19259	
60156	1.1433	0.95761	0.22273	
60157	1.1735	0.93222	0.24848	
60158	1.1694	0.95344	0.20907	
60159	1.182	0.8984	0.21884	
60160	1.1328	0.99115	8.5562e-002	
60161	1.1422	0.96195	0.13914	
60162	1.1353	0.98449	0.12294	
60163	1.1787	0.94218	0.11219	
60164	1.1724	0.98213	8.9972e-002	
60165	1.1601	0.97754	0.12111	
60166	0.96051	1.1426	0.10943	
60167	0.98779	1.1656	9.3237e-002	
60168	0.92975	1.1756	8.4507e-002	
60169	0.95675	1.1435	0.16059	
60170	0.94525	1.1459	0.21099	
60171	0.96903	1.1403	0.19054	
60172	0.92933	1.1718	0.18373	
60173	0.9589	1.171	0.19408	
60174	0.94253	1.1464	0.25893	
60175	0.94217	1.1464	0.30763	
60176	0.95683	1.1435	0.27434	
60177	0.96317	1.1767	0.27618	
60178	0.94377	1.1668	0.31974	
60179	0.92317	1.1773	0.27143	
60180	0.9422	1.1464	0.3577	
60181	0.94258	1.1463	0.40786	
60182	0.95526	1.1438	0.3782	
60183	0.93191	1.1752	0.40119	
60184	0.94379	1.1668	0.36981	
60185	0.94305	1.1463	0.45823	
60186	0.94984	1.145	0.50762	
60187	0.95761	1.1433	0.47761	
60188	0.93238	1.1751	0.45156	
60189	0.97502	1.1648	0.46572	
60190	0.96651	1.1642	0.50965	
60191	0.932	1.1672	0.51288	
60192	0.99115	1.1328	0.61444	
60193	0.96199	1.1422	0.56107	
60194	0.98442	1.1353	0.57769	
60195	1.0095	1.1576	0.59664	
60196	0.97877	1.162	0.5631	
60197	0.95684	1.1655	0.62247	
60198	0.94425	1.165	0.56633	
60199	1.0427	1.1052	0.61696	
60200	1.0167	1.1211	0.59791	
60201	1.0423	1.1448	0.61687	
60202	1.0714	1.11	0.65169	
60203	1.0358	1.1516	0.66303	
60204	1.0809	1.0725	0.62076	
60205	1.1055	1.0424	0.61855	
60206	1.1091	1.0772	0.65549	
60207	1.1055	1.067	0.62012	
60208	1.1052	1.0427	8.304e-002	
60209	1.1211	1.0168	0.10271	
60210	1.1596	1.0149	6.9749e-002	
60211	1.138	1.0541	0.10342	
60212	1.1473	1.0103	0.10089	
60213	1.128	1.0395	5.5098e-002	
60214	1.0725	1.0809	7.9239e-002	
60215	1.0424	1.1055	8.1449e-002	
60216	1.0413	1.1419	7.799e-002	
60217	1.0779	1.1075	6.3694e-002	
60218	1.1269	1.005	0.58211	
60219	1.1337	0.98891	0.53697	
60220	1.122	1.015	0.56036	
60221	1.1565	1.008	0.56689	
60222	1.1734	0.96055	0.57584	
60223	1.1502	0.98253	0.54727	
60224	1.1376	0.97783	0.48657	
60225	1.1408	0.96718	0.45317	
60226	1.1741	0.94249	0.4759	
60227	1.1695	0.9425	0.43074	
60228	1.173	0.97793	0.46158	
60229	1.1485	0.99505	0.47234	
60230	1.1532	0.97118	0.49687	
60231	1.1409	0.96683	0.40448	
60232	1.1415	0.96481	0.35214	
60233	1.1379	0.97673	0.38302	
60234	1.1695	0.94214	0.38204	
60235	1.1414	0.96519	0.30197	
60236	1.1407	0.96749	0.25182	
60237	1.1386	0.97455	0.28201	
60238	1.1717	0.94228	0.27757	
60239	1.1676	0.96349	0.23816	
60240	1.1644	0.99639	0.28628	
60241	1.1493	0.98906	0.25927	
60242	1.1388	0.97408	0.20264	
60243	1.1337	0.98882	0.1563	
60244	1.1337	0.98879	0.18309	
60245	1.1776	0.94665	0.14555	
60246	1.166	0.97016	0.18898	
60247	1.1589	0.98201	0.15447	
60248	1.005	1.1269	0.11789	
60249	0.98771	1.1341	0.16058	
60250	1.015	1.122	0.13964	
60251	1.0031	1.1618	0.11443	
60252	0.94847	1.1674	0.15377	
60253	0.94508	1.1718	0.1057	
60254	0.97804	1.1665	0.16412	
60255	0.97661	1.138	0.21098	
60256	0.96718	1.1408	0.24683	
60257	0.93713	1.1704	0.20416	
60258	0.9737	1.1749	0.24867	
60259	0.96669	1.1696	0.21452	
60260	0.9337	1.1755	0.24392	
60261	0.99062	1.149	0.22108	
60262	0.96683	1.1409	0.29552	
60263	0.96525	1.1413	0.34931	
60264	0.97766	1.1376	0.31935	
60265	0.97334	1.175	0.29737	
60266	0.95394	1.1651	0.34092	
60267	0.96563	1.1412	0.39947	
60268	0.9675	1.1407	0.44852	
60269	0.97416	1.1387	0.42177	
60270	0.94243	1.1734	0.42247	
60271	0.98508	1.1631	0.43663	
60272	0.95432	1.165	0.39109	
60273	0.97412	1.1388	0.49791	
60274	0.98878	1.1337	0.54454	
60275	0.98909	1.1336	0.51746	
60276	0.98327	1.1608	0.52996	
60277	0.94876	1.1638	0.53319	
60278	1.0889	1.0638	0.59705	
60279	1.0368	1.1093	0.58021	
60280	1.0813	1.0721	0.57531	
60281	1.0576	1.0941	0.56775	
60282	1.0614	1.1315	0.59916	
60283	1.0905	1.0968	0.63398	
60284	1.0869	1.0866	0.59862	
60285	1.1058	1.0419	0.5731	
60286	1.1434	1.0364	0.57962	
60287	1.1122	1.0573	0.59641	
60288	1.0638	1.0889	0.10295	
60289	1.1092	1.0368	0.12042	
60290	1.0721	1.0813	0.12469	
60291	1.0916	1.0605	0.13833	
60292	1.0975	1.0889	8.5198e-002	
60293	1.1247	1.0733	0.12112	
60294	1.1147	1.0586	7.28e-002	
60295	1.0419	1.1058	0.1269	
60296	1.0316	1.1486	0.1017	
60297	1.0682	1.1143	8.7408e-002	
60298	1.1326	0.99156	0.47116	
60299	1.1152	1.0273	0.52795	
60300	1.1227	1.0135	0.47658	
60301	1.1118	1.0329	0.4998	
60302	1.1405	1.0195	0.49033	
60303	1.1452	0.99559	0.51486	
60304	1.1329	0.99082	0.41631	
60305	1.1276	1.0035	0.44318	
60306	1.1496	1.0258	0.42287	
60307	1.1655	0.95654	0.41534	
60308	1.1691	0.99198	0.44617	
60309	1.1446	1.0091	0.45694	
60310	1.1337	0.98886	0.36397	
60311	1.1346	0.98636	0.31313	
60312	1.1272	1.0043	0.3469	
60313	1.1685	0.95431	0.30868	
60314	1.1662	0.95455	0.363	
60315	1.1611	1.0084	0.31739	
60316	1.1338	0.9886	0.26297	
60317	1.1307	0.99621	0.21323	
60318	1.1243	1.0104	0.24675	
60319	1.1636	0.97779	0.21912	
60320	1.1453	1.0034	0.24023	
60321	1.1243	1.0104	0.16688	
60322	1.1097	1.0361	0.158	
60323	1.1413	1.0479	0.14079	
60324	1.1506	1.004	0.13827	
60325	0.99037	1.1331	0.22638	
60326	1.0262	1.1158	0.16959	
60327	1.013	1.123	0.21701	
60328	1.0275	1.1151	0.19429	
60329	1.015	1.1573	0.14439	
60330	0.98992	1.1621	0.19408	
60331	1.0138	1.1415	0.20064	
60332	0.99173	1.1326	0.28606	
60333	1.0041	1.1273	0.25286	
60334	0.98774	1.171	0.26408	
60335	1.0047	1.1451	0.23649	
60336	0.9902	1.1332	0.33985	
60337	0.9864	1.1346	0.39211	
60338	1.003	1.1278	0.36696	
60339	0.98619	1.1715	0.31786	
60340	0.99755	1.1597	0.40696	
60341	0.96679	1.1616	0.36142	
60342	1.0217	1.1495	0.36634	
60343	0.98821	1.1339	0.44115	
60344	0.99648	1.1306	0.48745	
60345	1.0064	1.1262	0.45448	
60346	0.99938	1.159	0.45601	
60347	0.99087	1.1585	0.49994	
60348	1.0148	1.1408	0.48175	
60349	1.0106	1.1242	0.53408	
60350	1.0328	1.1118	0.54871	
60351	1.0359	1.1481	0.58012	
60352	1.0052	1.1525	0.54657	
60353	1.1231	1.0128	0.42172	
60354	1.1217	1.0155	0.37778	
60355	1.1097	1.0361	0.40778	
60356	1.1459	1.0354	0.40141	
60357	1.1618	0.96617	0.39388	
60358	1.1567	1.02	0.34827	
60359	1.1653	1.0016	0.42471	
60360	1.1229	1.0131	0.32694	
60361	1.121	1.0169	0.27694	
60362	1.1098	1.036	0.31373	
60363	1.1578	1.0176	0.29743	
60364	1.1427	1.0102	0.27042	
60365	1.117	1.0241	0.2272	
60366	1.1097	1.0361	0.18479	
60367	1.1413	1.0478	0.16758	
60368	1.1576	0.99215	0.19957	
60369	1.1506	1.004	0.16506	
60370	1.1393	1.0177	0.22068	
60371	1.0143	1.1223	0.27669	
60372	1.0147	1.1222	0.337	
60373	1.0228	1.1177	0.30039	
60374	0.99826	1.1669	0.2879	
60375	1.0338	1.1448	0.33638	
60376	1.011	1.124	0.38926	
60377	1.0126	1.1232	0.42773	
60378	1.0059	1.1566	0.42926	
60379	1.03	1.1464	0.38864	
60380	1.0205	1.1191	0.47403	
60381	1.033	1.1117	0.52162	
60382	1.0332	1.1115	0.49459	
60383	1.0055	1.1524	0.51949	
60384	1.0294	1.1347	0.5013	
60385	1.078	1.0755	0.5438	
60386	1.0952	1.0562	0.5232	
60387	1.137	1.0457	0.55788	
60388	1.1107	1.0883	0.51326	
60389	1.1259	1.0441	0.51373	
60390	1.1307	1.0202	0.53826	
60391	1.1059	1.0665	0.57467	
60392	1.0727	1.0807	0.16228	
60393	1.0522	1.0983	0.17335	
60394	1.0408	1.1423	0.12345	
60395	1.0775	1.1079	0.10915	
60396	1.1047	1.0923	0.14507	
60397	1.085	1.1128	0.17495	
60398	1.0396	1.1265	0.17969	
60399	1.1046	1.0437	0.47182	
60400	1.1019	1.0475	0.43466	
60401	1.1396	1.0477	0.42828	
60402	1.1346	1.031	0.46235	
60403	1.1001	1.0499	0.39072	
60404	1.0986	1.0519	0.34751	
60405	1.1381	1.0503	0.38435	
60406	1.149	1.0349	0.33121	
60407	1.1009	1.0488	0.21832	
60408	1.0959	1.0553	0.29751	
60409	1.0934	1.0584	0.24814	
60410	1.1043	1.0865	0.27	
60411	1.114	1.0819	0.23098	
60412	1.1467	1.0385	0.28121	
60413	1.1316	1.0312	0.2542	
60414	1.0738	1.0797	0.18698	
60415	1.0843	1.069	0.20574	
60416	1.1253	1.0726	0.1587	
60417	1.1056	1.0931	0.18858	
60418	1.1233	1.0425	0.2118	
60419	1.0401	1.1071	0.22077	
60420	1.0344	1.1108	0.26719	
60421	1.0522	1.0983	0.23952	
60422	1.0629	1.1258	0.26138	
60423	1.0102	1.1607	0.2547	
60424	1.0726	1.1211	0.22237	
60425	1.0272	1.1348	0.22711	
60426	1.0283	1.1146	0.40258	
60427	1.0347	1.1106	0.3275	
60428	1.0576	1.0941	0.39242	
60429	1.0556	1.0956	0.34921	
60430	1.0461	1.1385	0.36349	
60431	1.0423	1.1056	0.46162	
60432	1.059	1.0929	0.43089	
60433	1.0235	1.1477	0.44259	
60434	1.076	1.1196	0.45811	
60435	1.0476	1.1376	0.40197	
60436	1.0389	1.1295	0.46833	
60437	1.0733	1.0802	0.51565	
60438	1.054	1.0969	0.50922	
60439	1.0577	1.1345	0.56766	
60440	1.088	1.1113	0.50571	
60441	1.0269	1.1389	0.53412	
60442	1.0509	1.1212	0.51593	
60443	1.0832	1.0896	0.56712	
60444	1.0735	1.08	0.48862	
60445	1.088	1.0648	0.45788	
60446	1.1066	1.0934	0.48511	
60447	1.1218	1.0492	0.48558	
60448	1.065	1.0879	0.2168	
60449	1.0862	1.1119	0.19965	
60450	1.0408	1.1255	0.20439	
60451	1.0628	1.0897	0.31259	
60452	1.0598	1.0923	0.26322	
60453	1.0711	1.1206	0.28508	
60454	1.0184	1.1555	0.2784	
60455	1.0539	1.1335	0.32688	
60456	1.0701	1.0832	0.45145	
60457	1.0882	1.1111	0.47868	
60458	1.0511	1.121	0.48889	
60459	1.0832	1.0701	0.37751	
60460	1.1238	1.0694	0.41435	
60461	1.1036	1.0969	0.44794	
60462	1.0751	1.1149	0.3918	
60463	1.1188	1.0527	0.44841	
60464	1.0787	1.0749	0.28493	
60465	1.0906	1.1039	0.30679	
60466	1.1221	1.0712	0.37114	
60467	1.1329	1.0558	0.318	
60468	1.0734	1.1167	0.34859	
60469	1.0878	1.1067	0.25742	
60470	1.0975	1.102	0.2184	
60471	1.0178	-1.1205	0.64978	
60472	0.96116	-1.1424	0.60794	
60473	0.98889	-1.1337	0.61436	
60474	1.0145	-1.1494	0.67023	
60475	1.0184	-1.1545	0.61196	
60476	0.98196	-1.1677	0.66754	
60477	0.96296	-1.1611	0.63622	
60478	1.0926	-1.0593	0.64959	
60479	1.0328	-1.1118	0.62044	
60480	1.0595	-1.0925	0.6275	
60481	1.0575	-1.1264	0.67631	
60482	1.1021	-1.0913	0.66735	
60483	1.0614	-1.1315	0.61804	
60484	1.0758	-1.1066	0.68866	
60485	1.1355	-0.984	0.63026	
60486	1.0934	-1.0584	0.62123	
60487	1.1272	-1.0043	0.60714	
60488	1.1127	-1.0314	0.61364	
60489	1.1337	-1.0464	0.60455	
60490	1.161	-1.0005	0.65368	
60491	1.1326	-1.0545	0.66108	
60492	1.1205	-1.0178	5.0224e-002	
60493	1.1424	-0.96116	9.2063e-002	
60494	1.1337	-0.98889	8.5645e-002	
60495	1.1666	-1.0119	6.7774e-002	
60496	1.1605	-0.95831	5.2165e-002	
60497	1.1588	-0.98953	9.4112e-002	
60498	1.0593	-1.0926	5.041e-002	
60499	1.1118	-1.0328	7.9561e-002	
60500	1.0925	-1.0595	7.2498e-002	
60501	1.1436	-1.0549	6.169e-002	
60502	1.0915	-1.0949	4.8677e-002	
60503	1.1479	-1.1194	5.718e-002	
60504	0.984	-1.1355	6.9739e-002	
60505	1.0584	-1.0934	7.8768e-002	
60506	1.0043	-1.1272	9.2853e-002	
60507	1.0313	-1.1127	8.5864e-002	
60508	1.0009	-1.1571	8.6484e-002	
60509	1.0546	-1.1254	5.4948e-002	
60510	0.9429	-1.1463	0.13082	
60511	0.96775	-1.1406	0.10591	
60512	0.96434	-1.1701	9.9543e-002	
60513	0.91829	-1.1785	8.8995e-002	
60514	0.94341	-1.1462	0.225	
60515	0.96432	-1.1416	0.15394	
60516	0.96301	-1.1419	0.18743	
60517	0.96084	-1.1707	0.14757	
60518	0.94601	-1.1687	0.19598	
60519	0.96695	-1.1409	0.23358	
60520	0.96274	-1.142	0.28655	
60521	0.97313	-1.1391	0.25843	
60522	0.98288	-1.1573	0.27178	
60523	0.91367	-1.1803	0.29281	
60524	0.95003	-1.168	0.24213	
60525	0.94656	-1.1588	0.30288	
60526	0.96274	-1.142	0.33655	
60527	0.9628	-1.142	0.38651	
60528	0.97386	-1.1388	0.35553	
60529	0.97012	-1.1785	0.3663	
60530	0.94656	-1.1588	0.35288	
60531	0.95811	-1.1432	0.49997	
60532	0.9633	-1.1419	0.43571	
60533	0.97057	-1.1398	0.47533	
60534	0.97298	-1.1391	0.45247	
60535	0.97157	-1.1669	0.46549	
60536	0.95875	-1.143	0.55128	
60537	0.97781	-1.1376	0.5786	
60538	0.95909	-1.1733	0.5626	
60539	0.95157	-1.164	0.60047	
60540	1.1463	-0.94291	0.5692	
60541	1.1406	-0.96778	0.59408	
60542	1.1741	-0.96392	0.64062	
60543	1.1715	-0.93899	0.59399	
60544	1.1462	-0.94342	0.47503	
60545	1.1416	-0.96436	0.54608	
60546	1.1421	-0.96223	0.51025	
60547	1.1528	-0.93762	0.49164	
60548	1.1721	-0.9355	0.54599	
60549	1.1521	-0.97853	0.50171	
60550	1.198	-0.98009	0.5255	
60551	1.1411	-0.96616	0.46407	
60552	1.1417	-0.96388	0.41353	
60553	1.1391	-0.973	0.43976	
60554	1.1767	-0.95012	0.41546	
60555	1.1521	-0.94162	0.44547	
60556	1.1514	-0.98253	0.45553	
60557	1.1417	-0.96388	0.36353	
60558	1.1416	-0.9641	0.31433	
60559	1.1389	-0.97361	0.34605	
60560	1.1767	-0.95012	0.36546	
60561	1.1692	-0.94957	0.31781	
60562	1.1432	-0.95811	0.20003	
60563	1.1415	-0.96459	0.26513	
60564	1.1398	-0.97057	0.22467	
60565	1.1384	-0.97514	0.24849	
60566	1.1757	-0.94725	0.2141	
60567	1.1591	-0.96312	0.24262	
60568	1.143	-0.95875	0.14872	
60569	1.1376	-0.97781	0.1214	
60570	1.176	-0.919	0.10364	
60571	1.1634	-0.94692	8.792e-002	
60572	1.1755	-0.9479	0.16278	
60573	1.1617	-0.97814	0.12987	
60574	0.98657	-1.1345	0.5577	
60575	0.98003	-1.1368	0.50574	
60576	0.99027	-1.1331	0.52941	
60577	0.98122	-1.1646	0.4959	
60578	0.96809	-1.1711	0.5417	
60579	1.1345	-0.98657	0.1423	
60580	1.1368	-0.98003	0.19426	
60581	1.1331	-0.99027	0.17059	
60582	1.1734	-0.9569	0.18368	
60583	1.1607	-1.0098	0.17998	
60584	1.1595	-0.98715	0.15076	
60585	1.0338	-1.1112	0.59208	
60586	1.0084	-1.1253	0.55673	
60587	1.0345	-1.1484	0.58262	
60588	0.98667	-1.1642	0.56902	
60589	0.97915	-1.155	0.60689	
60590	1.0844	-1.0688	0.59155	
60591	1.0371	-1.109	0.56379	
60592	1.0731	-1.0804	0.56969	
60593	1.0603	-1.0919	0.5522	
60594	1.1041	-1.0825	0.58246	
60595	1.103	-1.0906	0.63899	
60596	1.0623	-1.1308	0.58969	
60597	1.1345	-0.98658	0.53513	
60598	1.1212	-1.0166	0.57746	
60599	1.1256	-1.0078	0.55564	
60600	1.1408	-1.0309	0.56837	
60601	1.1681	-0.98504	0.6175	
60602	1.1655	-0.96011	0.57087	
60603	1.1455	-1.0031	0.52659	
60604	1.1914	-1.0047	0.55038	
60605	1.1112	-1.0338	0.10792	
60606	1.1253	-1.0084	0.14327	
60607	1.1604	-1.0281	9.711e-002	
60608	1.1526	-1.0057	0.12345	
60609	1.0687	-1.0845	0.10795	
60610	1.109	-1.0371	0.13621	
60611	1.0801	-1.0734	0.13018	
60612	1.093	-1.0589	0.14909	
60613	1.112	-1.0856	0.12872	
60614	1.1428	-1.0558	9.0047e-002	
60615	1.0907	-1.0958	7.7035e-002	
60616	1.1471	-1.1203	8.5538e-002	
60617	1.1351	-1.0335	0.11639	
60618	0.98731	-1.1343	0.16252	
60619	1.0165	-1.1212	0.12204	
60620	1.0077	-1.1256	0.14418	
60621	0.98543	-1.1642	0.12266	
60622	1.0182	-1.1479	0.14905	
60623	0.99207	-1.1324	0.22086	
60624	1.0065	-1.1262	0.17767	
60625	1.0123	-1.1234	0.19915	
60626	1.0022	-1.1519	0.23421	
60627	0.98417	-1.1647	0.15615	
60628	1.0169	-1.1484	0.18254	
60629	0.96934	-1.1626	0.20456	
60630	0.988	-1.134	0.27384	
60631	0.98871	-1.1337	0.32094	
60632	1.0005	-1.1289	0.28696	
60633	0.99807	-1.1533	0.28719	
60634	0.96175	-1.1548	0.31829	
60635	0.98877	-1.1337	0.3709	
60636	0.98743	-1.1342	0.41862	
60637	1.004	-1.1274	0.38962	
60638	0.98633	-1.1631	0.43164	
60639	0.98538	-1.1745	0.38166	
60640	1.0055	-1.1392	0.40317	
60641	0.99446	-1.1315	0.45824	
60642	1.0022	-1.1282	0.50476	
60643	1.0145	-1.1222	0.46706	
60644	1.0277	-1.1149	0.49318	
60645	0.99342	-1.1605	0.47126	
60646	1.0423	-1.1352	0.47863	
60647	1.1328	-0.99118	0.47498	
60648	1.1265	-1.0058	0.5198	
60649	1.1237	-1.0116	0.4985	
60650	1.1463	-1.0011	0.49075	
60651	1.1336	-0.98898	0.42444	
60652	1.1334	-0.98957	0.38073	
60653	1.1259	-1.0071	0.41125	
60654	1.1723	-0.96644	0.40014	
60655	1.1539	-1.0086	0.38755	
60656	1.1333	-0.98978	0.33152	
60657	1.1329	-0.9908	0.28317	
60658	1.1242	-1.0106	0.31579	
60659	1.1648	-0.9661	0.30329	
60660	1.151	-1.0183	0.29432	
60661	1.1538	-1.0088	0.33835	
60662	1.1548	-0.97915	0.2773	
60663	1.1306	-0.99656	0.24272	
60664	1.1282	-1.0022	0.19524	
60665	1.1217	-1.0155	0.23298	
60666	1.1158	-1.0262	0.20811	
60667	1.1692	-0.96911	0.20833	
60668	1.1566	-1.022	0.20463	
60669	1.1526	-0.98498	0.23685	
60670	1.0955	-1.0558	0.5621	
60671	1.1107	-1.0346	0.56214	
60672	1.1265	-1.058	0.57487	
60673	1.0555	-1.0958	0.13728	
60674	1.0345	-1.1107	0.13719	
60675	1.0875	-1.108	0.13581	
60676	1.0125	-1.1499	0.11567	
60677	1.0662	-1.1182	8.4131e-002	
60678	1.0453	-1.1336	0.14206	
60679	1.018	-1.1204	0.224	
60680	1.0103	-1.1244	0.25884	
60681	1.0082	-1.1495	0.25907	
60682	1.011	-1.124	0.30594	
60683	1.0143	-1.1223	0.35865	
